PublicationDate,PropertyNumber,County,LocalAuthority,Category,Uses,Address1,Address2,Address3,Address4,Address5,CarPark,ValuationReport__Level,ValuationReport__FloorUse,ValuationReport__Area,ValuationReport__NavPerM2,ValuationReport__Nav
17/09/2019,2190519,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: UNIT E8,BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),244.16,60,14649.6
17/09/2019,2200494,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",4 (1 REAR) ABBEY LANE,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),52.8,70,3696
17/09/2019,2213250,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/ ARAN CENTRE UNIT 3B,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),51.55,60,3093
17/09/2019,2213400,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C / ARAN CENTRE UNIT 4D,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),43.88,60,2632.8
17/09/2019,2214279,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",32(REAR 1ST FLR) MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),71.04,70,4972.8
17/09/2019,2214411,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",12B FLR 1 ABBEY STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),21.33,70,1493.1
,,,,,,,,,,,,1,OFFICE(S),1,373.27,373.27
17/09/2019,2214404,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",12B FLR 1 ABBEY STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),127.4,70,8918
,,,,,,,,,,,,1,ALLOWANCE,-1,1783.6,-1783.6
17/09/2019,2200968,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 3,21 BEECHWOOD CLOSE,BRAY,CO WICKLOW,,2,1,OFFICE(S),78.84,63,4966.92
17/09/2019,5014476,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",Blessington Civic Office,Blessington,Co. Wicklow,,,0,0,OFFICE(S),162.02,80,12961.6
,,,,,,,,,,,,1,OFFICE(S),179.74,56,10065.44
17/09/2019,5014862,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), GYMNASIUM / FITNESS CENTRE",Lower Ground Floor,The Civic Building,Blessington,Co. Wicklow,,0,-1,OFFICE(S),242.9,90,21861
17/09/2019,658372,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), BEAUTY SALON / MASSAGE",75A MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),107.17,90,9645.3
,,,,,,,,,,,,1,ALLOWANCE,-1,1928,-1928
17/09/2019,629946,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 4A,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),20.59,90,1853.1
,,,,,,,,,,,,1,OFFICE(S),1,463.275,463.275
17/09/2019,2184642,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",1 M (FLOOR 1 RHS) BRAY BUSINESS PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),906.7,120,108804
17/09/2019,2184645,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",FLOORS 1 & 2,11 FLORENCE ROAD,BRAY,CO. WICKLOW,,0,1,OFFICE(S),53.29,90,4796.1
,,,,,,,,,,,,2,OFFICE(S),61.12,63,3850.56
17/09/2019,2185210,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",1E/UNIT 2 FITZWILLIAM SQUARE,WICKLOW,CO. WICKLOW,,,0,0,HAIR SALON,44.86,90,4037.4
17/09/2019,663724,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",11 NEW STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),56.31,90,5067.9
,,,,,,,,,,,,1,OFFICE(S),28.39,63,1788.57
,,,,,,,,,,,,2,OFFICE(S),22.1,44,972.4
17/09/2019,662756,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",8D CHURCH STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),19,90,1710
17/09/2019,662855,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",61(1ST FLR FRONT) MAIN STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),61.96,63,3903.48
17/09/2019,662856,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",61(1ST FLR REAR) MAIN STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),24.5,70,1715
,,,,,,,,,,,,1,OFFICE(S),1,428.75,428.75
17/09/2019,663659,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",25 SUMMER HILL,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),97,90,8730
,,,,,,,,,,,,1,OFFICE(S),49,63,3087
17/09/2019,664646,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), RESTAURANT",LOCAL NO/MAP REF: 10/1G (FLR 1),KILGARRON,ENNISKERRY,RATHDOWN 2 CO. WICKLOW,,0,1,STORE,4,80,320
,,,,,,,,,,,,1,STORE,6,80,480
,,,,,,,,,,,,1,OFFICE(S),80,80,6400
17/09/2019,2180129,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",5A MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,RESTAURANT,141.35,90,12721.5
,,,,,,,,,,,,0,PORTACABIN,28.98,28,811.44
,,,,,,,,,,,,1,ALLOWANCE,-1,2544.3,-2544.3
17/09/2019,2186270,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",15 (GFL - LEFT/REAR) CHURCH STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),56.67,90,5100.3
17/09/2019,662892,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",8A MARKET SQUARE,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),72.34,90,6510.6
,,,,,,,,,,,,1,OFFICE(S),106.61,63,6716.43
,,,,,,,,,,,,2,OFFICE(S),106.61,44,4690.84
17/09/2019,663396,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",67B ABBEY STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),17.6,90,1584
17/09/2019,2176376,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -","44D CIVIC OFFICES (FLOORS -1, 0, 1) MAIN STREET",BRAY,CO. WICKLOW,,,0,0,OFFICE(S),491,120,58920
,,,,,,,,,,,,1,OFFICE(S),456,120,54720
,,,,,,,,,,,,-1,STORE,15,60,900
17/09/2019,2176433,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",10.11/UNIT 3 (1ST FLR) MARKET SQUARE,WICKLOW,CO. WICKLOW,,,0,1,HAIR SALON,47.46,70,3322.2
17/09/2019,2176435,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",10.11/UNIT 5 (2ND FLR) MARKET SQUARE,WICKLOW,CO. WICKLOW,,,0,2,OFFICE(S),110.91,49,5434.59
,,,,,,,,,,,,2,ALLOWANCE,-1,1086.91,-1086.91
17/09/2019,2180284,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",1D/A CONDRENS LANE,ARKLOW,CO. WICKLOW,,,0,2,OFFICE(S),29,49,1421
,,,,,,,,,,,,2,OFFICE(S),1,292.16,292.16
17/09/2019,2179750,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/UNIT 16 FLR 1 & 2,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),50.21,70,3514.7
,,,,,,,,,,,,2,OFFICE(S),16.1,70,1127
02/09/2021,2179752,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/UNIT 18 FLR 1 & 2,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),25.19,70,1763.3
,,,,,,,,,,,,2,STORE,25.97,70,1817.9
17/09/2019,2180613,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/BLKA U 1E&1F FLR 1 BLESSINGTON BUS PK,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),73.33,60,4399.8
17/09/2019,2200734,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",74 (FLR 1 PT II) MAIN STREET LOWER,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),29.16,70,2041.2
,,,,,,,,,,,,1,OFFICE(S),1,510.3,510.3
17/09/2019,2200966,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",21/UNIT 4 BEECHWOOD CLOSE,BRAY,CO. WICKLOW,,,2,0,OFFICE(S),77.86,90,7007.4
19/12/2022,2205153,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 12 FIRST FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),30.36,63,1912.68
17/09/2019,2213259,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/ ARAN CENTRE UNIT 6D,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),53.05,60,3183
17/09/2019,2213252,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C / ARAN CENTRE UNIT 4B,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),51.58,60,3094.8
17/09/2019,2213952,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),51.05,80,4084
17/09/2019,662661,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",7/8 Wentworth Place,Wicklow,Co Wicklow,,,0,-1,OFFICE(S),145.5,63,9166.5
,,,,,,,,,,,,1,OFFICE(S),145.32,63,9155.16
,,,,,,,,,,,,0,OFFICE(S),195.8,90,17622
17/09/2019,5012313,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",Merrymeeting Shopping Centre,Merrymeeting,Rathnew,CO WICKLOW,,0,0,GYMNASIUM,252.96,80,20236.8
17/09/2019,5012320,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BALLYFREE EAST,GLENEALY,CO. WICKLOW,,,0,0,OFFICE(S),73.79,44.4,3276.276
17/09/2019,5013560,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",Oriflame Building,Bray Business Park,Bray,Co. Wicklow,,0,0,OFFICE(S),286.74,120,34408.8
17/09/2019,2213950,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),58.76,80,4700.8
17/09/2019,2214601,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",10.10A MERRYMEETING SHOPPING CENTRE,RATHNEW,CO. WICKLOW,,,0,0,STUDIO,316.14,80,25291.2
17/09/2019,2212610,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",1ST FLOOR 104 MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),45.54,90,4098.6
17/09/2019,2214150,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",2B FLR 0 PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),66.59,120,7990.8
,,,,,,,,,,,,0,KITCHEN,6.27,120,752.4
17/09/2019,5011697,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), CRECHE (HOUSE)",St Judes,Ashford,Co.Wicklow,,,0,0,CRECHE,69.53,80,5562.4
17/09/2019,5013756,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",3rd Floor (Left) pt.,Avoca River House,North Quay,Arklow,Co. Wicklow,0,0,CAR SPACES (NO. OF),2,150,300
,,,,,,,,,,,,3,OFFICE(S),41.19,90,3707.1
17/09/2019,2109964,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 56 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),77.09,72,5550.48
17/09/2019,2184800,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",11 (IN PART) FERRYBANK,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),53.04,90,4773.6
17/09/2019,663351,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",12 MAIN STREET,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),36.73,90,3305.7
14/10/2021,653672,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",ST. JUDE'S,DUBLIN ROAD,ARKLOW,CO. WICKLOW,,0,0,OFFICE(S),152,90,13680
17/09/2019,2179628,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",1M (FLOOR 1 LHS)  BRAY BUSINESS PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),648.67,120,77840.4
17/09/2019,2179745,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D UNIT 10 FLR 1,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),35.07,70,2454.9
,,,,,,,,,,,,2,OFFICE(S),17.7,70,1239
17/09/2019,2179746,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/UNIT 11 FLR 1 & 2,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),35.77,70,2503.9
,,,,,,,,,,,,2,OFFICE(S),11.75,70,822.5
17/09/2019,2180599,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C/BLKA UNIT 1D FLR 1 BLESSINGTON BUS PK,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),91.84,60,5510.4
17/09/2019,2190427,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: 3/D/ UNIT 8A FLR 1,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),55.58,70,3890.6
17/09/2019,2205432,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",63B2 (FF) CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),35.81,90,3222.9
17/09/2019,2214660,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",7 FLR 0 QUINSBOROUGH TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),19.6,120,2352
17/09/2019,2213256,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 1C / ARAN CENTRE UNIT 6A,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),43.13,60,2587.8
17/09/2019,5012878,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",First Floor (Part),La Vallee House,Upper Dargle Road,Bray,Co Wicklow,11,1,OFFICE(S),261.31,120,31357.2
,,,,,,,,,,,,0,CAR SPACES (NO. OF),11,150,1650
17/09/2019,5013113,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), WAREHOUSE",Oriflame Building,Bray Business Park,Kilruddery,Bray,Co.  Wicklow,0,2,OFFICE(S),667,120,80040
,,,,,,,,,,,,0,WORKSHOP,191.21,60,11472.6
,,,,,,,,,,,,MEZZ,LINK BUILDING,158.11,24,3794.64
17/09/2019,2200647,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",17B(I) KNOCKENRAHAN LR,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),121.35,90,10921.5
17/09/2019,2201247,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: E11B (F/F),BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),67.26,66,4439.16
17/09/2019,2214432,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 3.4.5/C,CHARLESLAND,KILCOOLE,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),80.45,120,9654
,,,,,,,,,,,,1,OFFICE(S),55.09,84,4627.56
,,,,,,,,,,,,2,OFFICE(S),27.59,59,1627.81
17/09/2019,2213298,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",24A(1) FLORENCE TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),21.24,120,2548.8
17/09/2019,2214385,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",FLOOR(S) 1,UNIT 2  BLACKLION ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,0,1,OFFICE(S),139.62,90,12565.8
,,,,,,,,,,,,1,ALLOWANCE,-1,2513.16,-2513.16
17/09/2019,2214151,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",2B FLR 1 PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),80.76,84,6783.84
17/09/2019,2214349,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",17C MILL STREET,BALTINGLASS,CO. WICKLOW,,,0,0,OFFICE(S),25.52,60,1531.2
,,,,,,,,,,,,0,OFFICE(S),-5.44,60,-326.4
17/09/2019,5012987,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",Unit 2A First Floor,Market Court,Main Street,Bray,Co. Wicklow,0,1,OFFICE(S),71.78,90,6460.2
17/09/2019,5013187,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","Unit 20, Floor 1, Block 1",Broomhall Business & Enterprise Park,Merrymeeting,Rathnew,Co.Wicklow,0,1,OFFICE(S),58.83,80,4706.4
17/09/2019,2110931,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",97 (IST & 2ND FLRS)(FRONT) MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),58.67,90,5280.3
,,,,,,,,,,,,2,OFFICE(S),29.07,63,1831.41
17/09/2019,2213951,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),72.65,80,5812
17/09/2019,656426,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",BASEMENT FLOOR,1 PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,0,-1,OFFICE(S),149.93,84,12594.12
,,,,,,,,,,,,0,CAR SPACES (NO. OF),1,150,150
17/09/2019,2213953,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),66.48,80,5318.4
17/09/2019,5005078,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",FLOOR(S) 1,UNIT 1 BLACKLION ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,0,1,OFFICE(S),137.03,90,12332.7
,,,,,,,,,,,,1,ALLOWANCE,-1,2466.54,-2466.54
17/09/2019,5010626,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",BUILDING 2,I.D.A. BUSINESS PARK,"SOUTHERN CROSS ROAD,BRAY",CO. WICKLOW,,0,0,OFFICE(S),1193.85,60,71631
,,,,,,,,,,,,0,WAREHOUSE,699.72,60,41983.2
,,,,,,,,,,,,0,COLD ROOM,322.4,70.08,22593.792
,,,,,,,,,,,,1,OFFICE(S),1894.3,60,113658
17/09/2019,5013591,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -",Oriflame Building,Bray Business Park,Southern Cross Road,Bray,Co Wicklow,0,1,OFFICE(S),338.42,120,40610.4
17/09/2019,5013593,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",Church Road,Greystones,Co. Wicklow,,,0,1,OFFICE(S),9.17,90,825.3
,,,,,,,,,,,,1,OFFICE(S),1,412.65,412.65
17/09/2019,5013691,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",The Forge,39 Wexford Road,Arklow,Co. Wicklow,,2,0,OFFICE(S),51.97,90,4677.3
,,,,,,,,,,,,1,OFFICE(S),47.52,63,2993.76
25/10/2021,5011685,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), MONTESSORI",The Scouts Den,Trafalgar Road,Greystones,Co Wicklow,,0,0,OFFICE(S),117.6,120,14112
17/09/2019,656483,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",13 QUINSBOROUGH ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),37.51,120,4501.2
17/09/2019,2180980,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C7 & C8 FLR 0,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),55.12,47.83,2636.3896
17/09/2019,2181112,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C12 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),35.2,66,2323.2
17/09/2019,2181137,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",LOCAL NO/MAP REF: 5A/UNIT C9 FLR 1,KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),18.15,66,1197.9
,,,,,,,,,,,,0,OFFICE(S),1,10,10
17/09/2019,2181423,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -","LOCAL NO/MAP REF: 5A/UNIT 0 FLR 0+1 (INCL C3,C4 & C5)",KILBRIDE,RATHDRUM CO. WICKLOW,,,0,0,OFFICE(S),229.83,66,15168.78
,,,,,,,,,,,,0,WAREHOUSE,50.25,55,2763.75
,,,,,,,,,,,,1,OFFICE(S),19.75,66,1303.5
17/09/2019,2181666,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 3A(1),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),47.74,90,4296.6
17/09/2019,2189043,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), RESTAURANT",1ST & 2ND FLOOR,72-73 MAIN STREET,BRAY,CO WICKLOW,,0,1,RESTAURANT,100.84,110,11092.4
,,,,,,,,,,,,2,RESTAURANT,53.46,83,4437.18
,,,,,,,,,,,,2,STORE,9.3,63,585.9
,,,,,,,,,,,,2,TOILETS,24.84,63,1564.92
17/09/2019,2190965,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 14 FL 1 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),55.9,80,4472
17/09/2019,657954,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",2 KILLARNEY VILLAS,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),39.18,120,4701.6
,,,,,,,,,,,,1,OFFICE(S),15.26,84,1281.84
,,,,,,,,,,,,1,STORE,2.64,84,221.76
17/09/2019,2200975,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",17/1 (REAR) QUINSBOROUGH ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),37.64,120,4516.8
17/09/2019,2200407,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 8 FIRST FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),42.01,63,2646.63
17/09/2019,2180534,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",13A FERRYBANK,ARKLOW,CO. WICKLOW,,,0,0,OFFICE(S),112.54,90,10128.6
,,,,,,,,,,,,1,OFFICE(S),27.92,63,1758.96
